English,Russian
fernandez,Фернандес
amos,амос
chilly,чилли
czechoslovakia,Чехословакия
ammonia,аммиак
invert,инвертировать
clench,сжиматься
swath,усадьба
firewood,дрова
bosnian,боснийский
scalar,скалярный
sportsman,спортсмен
monopolize,монополизировать
digg,диплом
separator,разделитель
sexism,сексизм
swindon,СУИНДОН
sorcerer,колдун
heathen,язычника
webcasts,веб-канал
muddle,путаница
electrolyte,электролит
crumb,крошка
schneier,стержень
eminently,исчезновенно
collaboratively,совместно
bears,медведи
carotid,канота
followup,следовать за
bronchitis,бронхит
mise,потрясающий
inappropriately,неуместно
crystallize,кристаллизоваться
yates,Йитс
peacemaker,миротворческий
testicle,яичка
tithe,тарелка
ro,рода
neocons,неоконы
unicorn,единорог
upland,нагорье
heartworm,сердитость
shard,ощупь
illustrious,прославленный
forty-five,сорок пять
shameless,бесстыдный
antisocial,антисоциальный
kip,кип
tantrum,антрема
countenance,одобрение
pendant,кулон
grassy,травянистый
hercules,Геркулес
ovarian,яичника
incorporated,включать в себя
stripper,съемник
potomac,потомак
requisition,реквизиция
fibrosis,фиброз
roberta,роберта
self-awareness,самосознание
barr,барьер
decisionmake,принимающее решение
sammy,Сэмми
plo,оговорка
feces,фекалии
concurrence,согласие
transactional,транзакционный
uproar,вверху
quail,перепевать
coo,уклон
braun,браун
ventilator,вентилятор
comprehensively,всестороннее
midsummer,середина лета
typescript,машинопись
throttle,дроссель
kiln,печь
crystalline,кристаллический
snowstorm,метель
demonize,демонизировать
win-win,выиграть
goofy,озвучивать
jock,Джок
premiership,премьерфорство
worldcom,мир
hipaa,хипаа
mesmerize,гипнотизировать
selenium,селен
sweetness,сладость
towering,возвышающийся
yearn,годовой
dehydrate,дегидрат
meteorite,метеорит
ferris,Феррис
p2,счастливый
whig,ворота
unconditionally,безоговорочно
unitary,унитарный
tripod,штатив
psychosis,психоз
twenty-two,двадцать два
rosenthal,розенталь
extraneous,посторонний
methamphetamine,метамфетамин
sinn,синн
pak,пак
wondrous,утренний
acidic,кислотный
ere,воинство
nucleotide,нуклеотид
usefully,с пользой
storey,этаж
accede,присоединиться к
on-demand,"по запросу, по требованию"
tart,пирог
enigma,загадка
serotonin,серотонин
middle-income,средний доход
talbot,талбот
bonfire,костер
sprawling,раскаленный
annoyed,раздраженный
crucifixion,распятие
farthest,самый дальний
cobble,булыжник
carrying,перенос
wag,валяться
taxon,таксон
crux,сумасшедший
toggle,переключать
chipset,чипсет
greasy,жир
cleverly,упростить
convent,монастырь
bowler,боулер
rebuke,упрекать
chimp,шимпанзе
needlessly,ненужно
